Date and Time,Rocket,Flight Number,Launch Country,Launch Site,LSP,Payload,Operator,Orbit,Function,Decay,Outcome,Remarks
6 May13:49:35,Soyuz-2.1a,,Russia,Plesetsk Site 43/4,RVSN RF,Kosmos 2495 (Kobalt-M),VKO,Low Earth,Reconnaissance,3 September 2014,Successful
15 May21:42:00,Proton-M / Briz-M,,Kazakhstan,Baikonur Site 200/39,Khrunichev,Ekspress-AM4R,RSCC,Intended: Geosynchronous,Communications,15 May 2014,Launch failure,"
A third stage vernier thruster failed at T+542 seconds after the failure of the turbopump structural support caused damage to the oxidiser inlet line.
"
17 May00:03:00,"Delta IV M+(4,2)",,United States,Cape Canaveral SLC-37B,United Launch Alliance,USA-251 (GPS IIF-6),U.S. Air Force,Medium Earth,Navigation,In orbit,Operational
22 May13:09:00,Atlas V 401,,United States,Cape Canaveral SLC-41,United Launch Alliance,USA-252 (Quasar),NRO,Geosynchronous,Communications,In orbit,Operational,"
NRO Launch 33
"
23 May05:27:54,Rokot / Briz-KM,,Russia,Plesetsk Site 133/3,VKO,"Kosmos 2496 (Strela-3M)
Kosmos 2497 (Strela-3M)
Kosmos 2498 (Strela-3M)
Kosmos 2499","VKO
VKO
VKO
VKO","Low Earth
Low Earth
Low Earth
Low Earth","Communications
Communications
Communications
Technology demonstration / Satellite Inspection (?)","In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Operational"
24 May03:05:14,H-IIA 202,,Japan,Tanegashima Y1,Mitsubishi Heavy Industries,"ALOS-2
RISING-2
UNIFORM-1
SOCRATES
SPROUT","JAXA
Tohoku
Wakayama University
AES
Nihon","Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)","Earth observation
Remote sensing
Remote sensing
Technology demonstration
Technology demonstration / Amateur radio","In orbit
In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Successful
Operational"
26 May21:09:59,Zenit-3SL,,Norway,Odyssey,Sea Launch,Eutelsat 3B,Eutelsat,Geosynchronous,Communications,In orbit,Operational
28 May19:57:41,Soyuz-FG,,Kazakhstan,Baikonur Site 1/5,Roskosmos,Soyuz TMA-13M,Roskosmos,Low Earth (ISS),Expedition 40 / 41,10 November 201403:58,Successful,"
Crewed flight with three cosmonauts
"
14 June17:16:48,Soyuz-2.1b / Fregat,,Russia,Plesetsk Site 43/4,RVSN RF,Kosmos 2500 (GLONASS-M 755),VKO,Medium Earth,Navigation,In orbit,Operational
19 June19:11:17,Dnepr,,Russia,Dombarovsky Site 13,ISC Kosmotras,"Deimos-2
KazEOSat 2
UniSat 6
SaudiSat-4
AprizeSat 9
AprizeSat 10
Hodoyoshi 3
Hodoyoshi 4
BRITE-CA 1
BRITE-CA 2
TabletSat-Aurora
BugSat 1
Perseus-M 1
Perseus-M 2
QB50P1
QB50P2
NanoSatC-Br 1
DTUSat 2
POPSAT-HIP 1
PolyITAN 1
PACE
Duchifat-1
Flock-1c 1–11
AeroCube 6
Lemur 1
ANTELSAT
Tigrisat","Deimos Space
KGS
La Sapienza
KACST
SpaceQuest, Ltd.
SpaceQuest, Ltd.
University of Tokyo
University of Tokyo
UTIAS
UTIAS
SPUTNIX
Satellogic S.A.
Canopus Systems US / Dauria Aerospace
Canopus Systems US / Dauria Aerospace
Von Karman Institute
Von Karman Institute
INPE
DTU
Microspace Rapid, Singapore
KPI
NCKU
HSC
Planet Labs
The Aerospace Corporation
NanoSatisfi
UdelaR
MOST / La Sapienza","Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)","Earth observation
Optical imaging
Optical imaging
Technology demonstration
Communications
Communications
Technology demonstration
Technology demonstration
Photometry / Technology demonstration
Photometry / Technology demonstration
Technology demonstration / Earth observation
Technology demonstration / Earth observation
Technology demonstration
Technology demonstration
Thermosphere research
Thermosphere research
Magnetosphere research
Technology demonstration
Technology demonstration
Technology demonstration
Technology demonstration
Technology demonstration
Earth observation
Technology demonstration
Earth observation
Technology demonstration
Earth observation","In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational
Operational","
include first Belgian (pair), Uruguay's and Iraqi satellites.
"
30 June04:22:00,PSLV-CA,,India,Satish Dhawan FLP,ISRO,"SPOT 7
CanX-4
CanX-5
AISat
VELOX-I","Spot Image
UTIAS
UTIAS
DLR
NTU","Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)","Earth observation
Technology demonstration
Technology demonstration
Technology demonstration
Technology demonstration","In orbit
In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Operational
Operational"
2 July09:56:23,Delta II 7320-10C,,United States,Vandenberg SLC-2W,United Launch Alliance,OCO-2,NASA,Low Earth (SSO),Climatology,In orbit,Operational
3 July12:43:52,Rokot / Briz-KM,,Russia,Plesetsk Site 133/3,VKO,"Gonets-M 8
Gonets-M 9
Gonets-M 10","Gonets Satellite System
Gonets Satellite System
Gonets Satellite System","Low Earth
Low Earth
Low Earth","Communications
Communications
Communications","In orbit
In orbit
In orbit","Operational
Operational
Operational"
8 July15:58:28,Soyuz-2.1b / Fregat,,Kazakhstan,Baikonur Site 31/6,Roskosmos,"Meteor-M No.2
MKA-PN2 (Relek)
DX-1
UKube-1
TechDemoSat-1
SkySat-2
AISSat-2","Roskosmos
Roskosmos
Dauria Aerospace
UKSA
UKSA
Skybox Imaging
NDRE","Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)","Meteorology
Magnetosphere research
Technology demonstration
Technology demonstration
Technology demonstration
Earth observation
Technology demonstration","In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit","Operational
Spacecraft failure
Operational
Operational
Operational
Operational
Operational"
10 July18:55:56,Soyuz-STB / Fregat,,France,Kourou ELS,Arianespace,"O3b FM3
O3b FM6
O3b FM7
O3b FM8","O3b Networks
O3b Networks
O3b Networks
O3b Networks","Medium Earth
Medium Earth
Medium Earth
Medium Earth","Communications
Communications
Communications
Communications","In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Operational"
13 July16:52:14,Antares 120,,United States,MARS LP-0A,Orbital Sciences,"Cygnus CRS Orb-2  S.S. Janice Voss
TechEdSat 4
MicroMAS
GEARRS
Lambdasat
Flock-1b 1–28","NASA
NASA Ames
MIT
Taylor University / USAF
Lambda Team
Planet Labs","Low Earth (ISS)
Low Earth
Low Earth
Low Earth
Low Earth
Low Earth","ISS logistics
Optical imaging
Technology demonstration
Technology demonstration
Technology demonstration
Optical imaging","17 August 2014
3 April 2015
1 August 2015
8 November 2015
16 May 2015
First: 13 December 2014  Last: 16 October 2015","Successful
Successful
Successful
Successful
Successful
Successful","
All payloads other than Cygnus are CubeSats carried aboard the Cygnus for deployment from the ISS. Flock-1b 3/4/13/14/19/20 were not deployed.
"
14 July15:15:00,Falcon 9 v1.1,,United States,Cape Canaveral SLC-40,SpaceX,"Orbcomm-2 F3
Orbcomm-2 F4
Orbcomm-2 F6
Orbcomm-2 F7
Orbcomm-2 F9
Orbcomm-2 F11","Orbcomm
Orbcomm
Orbcomm
Orbcomm
Orbcomm
Orbcomm","Low Earth
Low Earth
Low Earth
Low Earth
Low Earth
Low Earth","Communications
Communications
Communications
Communications
Communications
Communications","In orbit
In orbit
In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Operational
Operational
Operational"
18 July20:50:00,Soyuz-2.1a,,Kazakhstan,Baikonur Site 31/6,Roskosmos,Foton-M No.4,Roscosmos,Low Earth,Microgravity science,1 September 201409:18,Successful
23 July21:44:44,Soyuz-U,,Kazakhstan,Baikonur Site 1/5,Roskosmos,Progress M-24M / 56P,Roskosmos,Low Earth (ISS),ISS logistics,20 November 2014,Successful
28 July23:28:00,"Delta IV M+(4,2)",,United States,Cape Canaveral SLC-37B,United Launch Alliance,"USA-253 (GSSAP #1 )
USA-254 (GSSAP #2 )
ANGELS (USA-255)","U.S. Air Force
U.S. Air Force
AFRL","Geosynchronous
Geosynchronous
Geosynchronous","Space surveillance
Space surveillance
Technology demonstration","In orbit
In orbit
In orbit","Operational
Operational
Operational","
Air Force Space Command Launch 4. First launch for the USAF Geosynchronous Space Situational Awareness Program.
"
29 July23:47:38,Ariane 5 ES,,France,Kourou ELA-3,Arianespace,Georges Lemaître ATV,ESA,Low Earth (ISS),ISS logistics,15 February 2015,Successful
2 August03:23:00,Atlas V 401,,United States,Cape Canaveral SLC-41,United Launch Alliance,USA-256 (GPS IIF-7),U.S. Air Force,Medium Earth,Navigation,In orbit,Operational
5 August08:00:00,Falcon 9 v1.1,,United States,Cape Canaveral SLC-40,SpaceX,AsiaSat 8,AsiaSat,Geosynchronous,Communications,In orbit,Operational
9 August05:45:03,Long March 4C,,China,Jiuquan SLS-2,SAST,"Yaogan 20A
Yaogan 20B
Yaogan 20C","CAST
CAST
CAST","Low Earth
Low Earth
Low Earth","ELINT
ELINT
ELINT","In orbit
In orbit
In orbit","Operational
Operational
Operational"
13 August18:30:30,Atlas V 401,,United States,Vandenberg SLC-3E,United Launch Alliance,WorldView-3,DigitalGlobe,Low Earth (SSO),Earth observation,In orbit,Operational
19 August03:15:05,Long March 4B,,China,Taiyuan LC-9,SAST,"Gaofen 2
Heweliusz (BRITE-PL2)","CNSA
PAS","Low Earth (SSO)
Low Earth (SSO)","Earth observation
Photometry","In orbit
In orbit","Operational
Operational"
22 August12:27:11,Soyuz-STB / Fregat,,France,Kourou ELS,Arianespace,"Galileo FOC 1
Galileo FOC 2","ESA
ESA","Medium Earth
Medium Earth","Navigation
Navigation","In orbit
In orbit","Partial launch failureOperational
Partial launch failureOperational","
Spacecraft in incorrect orbit due to an interruption of the Fregat’s upper stage attitude control thrusters when its hydrazine propellant supply became frozen by a cold helium feed line incorrectly routed close to it. Both satellites were later moved to a usable orbit on their own power.
"
4 September00:15:04,Long March 2D,,China,Jiuquan SLS-2,SAST,"Chuangxin 1-04
Lingqiao","CAS
Tsinghua","Low Earth (SSO)
Low Earth (SSO)","Communications
Communications / Technology demonstration","In orbit
In orbit","Operational
Operational"
7 September05:00:00,Falcon 9 v1.1,,United States,Cape Canaveral SLC-40,SpaceX,AsiaSat 6,AsiaSat,Geosynchronous,Communications,In orbit,Operational
8 September03:22:05,Long March 4B,,China,Taiyuan LC-9,SAST,"Yaogan 21
Tiantuo 2","CAST
NUDT","Low Earth (SSO)
Low Earth (SSO)","Reconnaissance
Technology demonstration","In orbit
In orbit","Operational
Operational"
11 September22:05:07,Ariane 5 ECA,,France,Kourou ELA-3,Arianespace,"MEASAT 3b
Optus 10","MEASAT
Optus","Geosynchronous
Geosynchronous","Communications
Communications","In orbit
In orbit","Operational
Operational"
17 September00:10:00,Atlas V 401,,United States,Cape Canaveral SLC-41,United Launch Alliance,USA-257 (CLIO / Nemesis 2),NRO,Geosynchronous,COMINT,In orbit,Operational
21 September05:52:03,Falcon 9 v1.1,,United States,Cape Canaveral SLC-40,SpaceX,"SpaceX CRS-4
SpinSat","NASA
NRL","Low Earth (ISS)
Low Earth","ISS logistics
Technology demonstration","25 October 2014
In orbit","Successful
Operational","
SpinSat was deployed from the ISS on 28 November.
"
25 September20:25:00,Soyuz-FG,,Kazakhstan,Baikonur Site 1/5,Roskosmos,Soyuz TMA-14M,Roskosmos,Low Earth (ISS),Expedition 41 / 42,12 March 201502:07,Successful,"
Crewed flight with three cosmonauts.
"
27 September20:23:00,Proton-M / Briz-M,,Kazakhstan,Baikonur Site 81/24,Khrunichev,Olymp-K (Luch),VKO,Geosynchronous,Communicationsn,In orbit,Operational
28 September05:13:03,Long March 2C,,China,Jiuquan SLS-2,CALT,Shijian 11-07,CNSA,Low Earth (SSO),Technology demonstration,In orbit,Operational
7 October05:16:00,H-IIA 202,,Japan,Tanegashima Y1,Mitsubishi Heavy Industries,Himawari 8,JMA,Geosynchronous,Meteorology,In orbit,Operational
15 October20:02:00,PSLV-XL,,India,Satish Dhawan FLP,ISRO,IRNSS-1C,ISRO,Geosynchronous,Navigation,In orbit,Operational
16 October21:43:52,Ariane 5 ECA,,France,Kourou ELA-3,Arianespace,"Intelsat 30
ARSAT-1","Intelsat
AR-SAT SA","Geosynchronous
Geosynchronous","Communications
Communications","In orbit
In orbit","Operational
Operational"
20 October06:31:04,Long March 4C,,China,Taiyuan LC-9,SAST,Yaogan 22,CAST,Low Earth (SSO),Reconnaissance,In orbit,Operational
21 October15:09:32,Proton-M / Briz-M,,Kazakhstan,Baikonur Site 81/24,Khrunichev,Ekspress AM6,RSCC,Geosynchronous,Communications,In orbit,Partial launch failureOperational,"
Upper stage underperformance resulted in lower than planned deployment orbit.
"
23 October18:00:04,Long March 3C,,China,Xichang LC-2,CALT,"Chang'e 5-T1
Chang'e 5-T1 return capsule","CNSA
CNSA","Lunar free-return trajectory
Lunar free-return trajectory","Technology demonstration
Technology demonstration","In orbit
31 October22:42","Operational
Successful","
Testing of Chang'e 5 lunar sample return module in lunar free-return trajectory; main spacecraft later flew to Earth-Moon L2 Lagrange point.
"
27 October06:59:03,Long March 2C,,China,Jiuquan SLS-2,CALT,Shijian 11-08,CNSA,Low Earth (SSO),Technology demonstration,In orbit,Operational
28 October22:22:38,Antares 130,,United States,MARS LP-0A,Orbital Sciences,Cygnus CRS Orb-3  S.S. Deke Slayton,NASA,Intended: Low Earth (ISS),ISS logistics,T+15 seconds,Launch failure,"
First stage failure; rocket crashed near launch pad; estimated US$20 million in repairs to rebuild Pad 0A. Only flight of Antares 130.
"
29 October07:09:43,Soyuz-2.1a,,Kazakhstan,Baikonur Site 31/6,Roskosmos,Progress M-25M / 57P,Roskosmos,Low Earth (ISS),ISS logistics,26 April 2015,Successful
29 October17:21:00,Atlas V 401,,United States,Cape Canaveral SLC-41,United Launch Alliance,USA-258 (GPS IIF-8),U.S. Air Force,Medium Earth,Navigation,In orbit,Operational
30 October01:42:52,Soyuz-2.1a / Fregat,,Russia,Plesetsk Site 43/4,RVSN RF,Meridian 7,VKO,Molniya,Communications,In orbit,Operational
6 November07:35:49,Dnepr,,Russia,Dombarovsky Site 13,ISC Kosmotras,"Asnaro-1
ChubuSat 1
Hodoyoshi 1
QSAT-EOS
TSUBAME","USEF
Nagoya University
University of Tokyo
Kyushu University
TIT / JAXA","Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)
Low Earth (SSO)","Remote sensing
Technology demonstration
Technology demonstration
Technology demonstration
Gamma-ray astronomy","In orbit
In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Operational
Operational"
14 November18:53:05,Long March 2C,,China,Taiyuan LC-9,CALT,Yaogan 23,CAST,Low Earth (SSO),Reconnaissance,In orbit,Operational
20 November07:12:03,Long March 2D,,China,Jiuquan SLS-2,SAST,Yaogan 24,CAST,Low Earth (SSO),Reconnaissance,In orbit,Operational
21 November06:37:08,Kuaizhou,,China,Jiuquan SLS-2,CASIC,Kuaizhou-2,CAS,Low Earth (SSO),Optical imaging,9 October 2016,Successful
23 November21:01:14,Soyuz-FG,,Kazakhstan,Baikonur Site 31/6,Roskosmos,Soyuz TMA-15M,Roskosmos,Low Earth (ISS),Expedition 42 / 43,11 June 201513:44,Successful,"
Crewed flight with three cosmonauts.
"
30 November21:52:26,Soyuz-2.1b / Fregat,,Russia,Plesetsk Site 43/4,RVSN RF,Kosmos 2501 (GLONASS-K 702),VKO,Medium Earth,Navigation,In orbit,Operational
3 December04:22:04,H-IIA 202,,Japan,Tanegashima Y1,Mitsubishi Heavy Industries,"Hayabusa2
DCAM3
MINERVA-II-1 Rover 1A
MINERVA-II-1 Rover 1B
MINERVA-II Rover 2
MASCOT
Shin'en 2
Despatch (Artsat 2)
PROCYON","JAXA
JAXA
JAXA
JAXA
JAXA
DLR / CNES
Kyutech
Tamabi / UT
UT","Heliocentric
Heliocentric
Heliocentric (162173 Ryugu)
Heliocentric (162173 Ryugu)
Heliocentric (162173 Ryugu)
Heliocentric (162173 Ryugu)
Heliocentric
Heliocentric
Heliocentric","Asteroid sample return
Asteroid probe
Asteroid lander
Asteroid lander
Asteroid lander
Asteroid lander
Technology demonstration
Technology demonstration
Technology demonstration / Asteroid flyby","In orbit
In orbit
In orbit
In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Successful
Operational
Operational
Operational","
DCAM3, MINERVA-II (Rover 1A, 1B, 2), and MASCOT are carried aboard Hayabusa2 to be deployed in proximity or onto the surface of asteroid 162173 Ryugu.  MINERVA-II Rover 1A and 1B were deployed on 21 September 2018.  MASCOT was deployed on 3 October 2018.
"
5 December12:05:00,Delta IV Heavy,,United States,Cape Canaveral SLC-37B,United Launch Alliance,EFT-1,NASA,HEO,Technology demonstration,5 December 201416:29,Successful,"
First test flight of Orion spacecraft
"
6 December20:40:07,Ariane 5 ECA,,France,Kourou ELA-3,Arianespace,"DirecTV-14
GSAT-16","DirecTV
ISRO","Geosynchronous
Geosynchronous","Communications
Communications","In orbit
In orbit","Operational
Operational"
7 December03:26:04,Long March 4B,,China,Taiyuan LC-9,SAST,CBERS-4,CASC / INPE,Low Earth (SSO),Remote sensing,In orbit,Operational
10 December19:33:03,Long March 4C,,China,Jiuquan SLS-2,SAST,"Yaogan 25A
Yaogan 25B
Yaogan 25C","CAST
CAST
CAST","Low Earth
Low Earth
Low Earth","ELINT
ELINT
ELINT","In orbit
In orbit
In orbit","Operational
Operational
Operational"
13 December03:19:00,Atlas V 541,,United States,Vandenberg SLC-3E,United Launch Alliance,USA-259 (NRO L-35),NRO,Molniya,ELINT,In orbit,Operational,"
NRO Launch 35
"
15 December00:16:00,Proton-M / Briz-M,,Kazakhstan,Baikonur Site 81/24,Khrunichev,Yamal-401,Gazprom Space Systems,Geosynchronous,Communications,In orbit,Operational
18 December18:37:00,Soyuz-STB / Fregat,,France,Kourou ELS,Arianespace,"O3b FM9
O3b FM10
O3b FM11
O3b FM12","O3b Networks
O3b Networks
O3b Networks
O3b Networks","Medium Earth
Medium Earth
Medium Earth
Medium Earth","Communications
Communications
Communications
Communications","In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Operational"
19 December04:43:33,Strela,,Kazakhstan,Baikonur Site 175/59,Roskosmos,Kondor-E,Roskosmos / DoD,Low Earth,Synthetic-aperture radar imaging,In orbit,Operational
23 December05:57:00,Angara A5 / Briz-M,,Russia,Plesetsk Site 35/1,Khrunichev,IPM,Khrunichev,Geosynchronous,Test flight,In orbit,Operational,"
Maiden flight of Angara A5
"
25 December03:01:13,Soyuz-2.1b,,Russia,Plesetsk Site 43/4,RVSN RF,Kosmos 2502 (Lotos-S),VKO,Low Earth,ELINT,In orbit,Operational
26 December18:55:50,Soyuz-2.1b,,Kazakhstan,Baikonur Site 31/6,Roskosmos,Resurs-P No.2,Roskosmos,Low Earth (SSO),Remote sensing,In orbit,Operational
27 December03:22:04,Long March 4B,,China,Taiyuan LC-9,SAST,Yaogan 26,CAST,Low Earth (SSO),Reconnaissance,In orbit,Operational
27 December21:37:49,Proton-M / Briz-M,,Kazakhstan,Baikonur Site 200/39,International Launch Services,Astra 2G,SES S.A.,Geosynchronous,Communications,In orbit,Operational
31 December01:02:04,Long March 3A,,China,Xichang LC-2,CALT,Fengyun 2G,CMA,Geosynchronous,Meteorology,In orbit,Operational
